# CFG: CANIF_CHANNEL_CNT=2 ; CANIF_PUBLIC_DEV_ERROR_DETECT=STD_ON ; CANIF_PUBLIC_PN_SUPPORT=STD_OFF ; CANIF_PUBLIC_TX_BUFFERING=STD_OFF
# TARGET: Std_ReturnType CanIf_SetPduMode(uint8 ControllerId ; CanIf_PduSetModeType PduModeRequest) @ CanIf.c L1342
# 列语义: (设定)=脚本枚举 ; (期待)/(记录)=执行后回填(M2.5 host / WinAMS)

# B01 | if | 来自宏 VALIDATE_RV | ( TRUE == CanIf_Global . initRun ) | [CanIf_Global.initRun:int == 1]
% True
% False
# B02 | if | 来自宏 VALIDATE_RV | ( ControllerId < CANIF_CHANNEL_CNT ) | [ControllerId:int < 2]
% True
% False
# B03 | switch | PduModeRequest
% case CANIF_SET_OFFLINE(0)
% case CANIF_SET_ONLINE(5)
% case CANIF_SET_RX_OFFLINE(1)
% case CANIF_SET_RX_ONLINE(2)
% case CANIF_SET_TX_OFFLINE(3)
% case CANIF_SET_TX_OFFLINE_ACTIVE(6)
% case CANIF_SET_TX_ONLINE(4)
% default(其他值)
# B04 | if | CANIF_GET_ONLINE == currMode | [currMode:int == 3(CANIF_GET_ONLINE)]
% True
% False
# B05 | if | elseif链1 | CANIF_GET_RX_ONLINE == currMode | [currMode:int == 1(CANIF_GET_RX_ONLINE)]
% True
% False
# B06 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% True
% False
# B07 | if | CANIF_GET_TX_ONLINE == currMode | [currMode:int == 2(CANIF_GET_TX_ONLINE)]
% True
% False
# B08 | if | elseif链1 | CANIF_GET_OFFLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)]
% True
% False
# B09 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE == currMode | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% True
% False
# B10 | if | ( CANIF_GET_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode ) | [currMode:int == 3(CANIF_GET_ONLINE)] | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% T F
% F T
% F F
# B11 | if | elseif链1 | ( CANIF_GET_TX_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE == currMode ) | [currMode:int == 2(CANIF_GET_TX_ONLINE)] | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% T F
% F T
% F F
# B12 | if | CANIF_GET_OFFLINE == currMode || CANIF_GET_TX_ONLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)] | [currMode:int == 2(CANIF_GET_TX_ONLINE)]
% T F
% F T
% F F
# B13 | if | elseif链1 | ( CANIF_GET_ONLINE == currMode ) || ( CANIF_GET_RX_ONLINE == currMode ) | [currMode:int == 3(CANIF_GET_ONLINE)] | [currMode:int == 1(CANIF_GET_RX_ONLINE)]
% T F
% F T
% F F
# B14 | if | CANIF_GET_OFFLINE == currMode | [currMode:int == 0(CANIF_GET_OFFLINE)]
% True
% False
# B15 | if | elseif链1 | ( CANIF_GET_RX_ONLINE == currMode ) || ( CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE == currMode ) | [currMode:int == 1(CANIF_GET_RX_ONLINE)] | [currMode:int == 5(CANIF_GET_OFFLINE_ACTIVE_RX_ONLINE)]
% T F
% F T
% F F
# B16 | if | elseif链2 | CANIF_GET_OFFLINE_ACTIVE == currMode | [currMode:int == 4(CANIF_GET_OFFLINE_ACTIVE)]
% True
% False
case_id,callcnt00(期待),ARG00_ModuleId(记录),ARG00_InstanceId(记录),ARG00_ApiId(记录),ARG00_ErrorId(记录),ControllerId(设定),PduModeRequest(设定),ret(期待),initRun(设定),currMode(设定),PduMode_after(期待)
U047,?,?,?,?,?,0,3(SET_TX_OFFLINE),?,1(TRUE),4,?
U048,?,?,?,?,?,0,3(SET_TX_OFFLINE),?,1(TRUE),5,?
U049,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),0,?
U050,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),1,?
U051,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),2,?
U052,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),3,?
U053,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),4,?
U054,?,?,?,?,?,0,4(SET_TX_ONLINE),?,0(FALSE),5,?
U055,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),0,?
U056,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),1,?
U057,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),2,?
U058,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),3,?
U059,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),4,?
U060,?,?,?,?,?,0,4(SET_TX_ONLINE),?,1(TRUE),5,?
U061,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),0,?
U062,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),1,?
U063,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),2,?
U064,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),3,?
U065,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),4,?
U066,?,?,?,?,?,0,5(SET_ONLINE),?,0(FALSE),5,?
U067,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),0,?
U068,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),1,?
U069,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),2,?
U070,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),3,?
U071,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),4,?
U072,?,?,?,?,?,0,5(SET_ONLINE),?,1(TRUE),5,?
U073,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),0,?
U074,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),1,?
U075,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),2,?
U076,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),3,?
U077,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),4,?
U078,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),5,?
U079,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),0,?
U080,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),1,?
U081,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),2,?
U082,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),3,?
U083,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),4,?
U084,?,?,?,?,?,0,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),5,?
U085,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),0,?
U086,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),1,?
U087,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),2,?
U088,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),3,?
U089,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),4,?
U090,?,?,?,?,?,0,7(非法值=max6+1),?,0(FALSE),5,?
U091,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),0,?
U092,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),1,?
U093,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),2,?
U094,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),3,?
U095,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),4,?
U096,?,?,?,?,?,0,7(非法值=max6+1),?,1(TRUE),5,?
U097,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),0,?
U098,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),1,?
U099,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),2,?
U100,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),3,?
U101,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),4,?
U102,?,?,?,?,?,1,0(SET_OFFLINE),?,0(FALSE),5,?
U103,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),0,?
U104,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),1,?
U105,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),2,?
U106,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),3,?
U107,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),4,?
U108,?,?,?,?,?,1,0(SET_OFFLINE),?,1(TRUE),5,?
U109,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),0,?
U110,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),1,?
U111,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),2,?
U112,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),3,?
U113,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),4,?
U114,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,0(FALSE),5,?
U115,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),0,?
U116,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),1,?
U117,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),2,?
U118,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),3,?
U119,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),4,?
U120,?,?,?,?,?,1,1(SET_RX_OFFLINE),?,1(TRUE),5,?
U121,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),0,?
U122,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),1,?
U123,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),2,?
U124,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),3,?
U125,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),4,?
U126,?,?,?,?,?,1,2(SET_RX_ONLINE),?,0(FALSE),5,?
U127,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),0,?
U128,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),1,?
U129,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),2,?
U130,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),3,?
U131,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),4,?
U132,?,?,?,?,?,1,2(SET_RX_ONLINE),?,1(TRUE),5,?
U133,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),0,?
U134,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),1,?
U135,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),2,?
U136,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),3,?
U137,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),4,?
U138,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,0(FALSE),5,?
U139,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),0,?
U140,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),1,?
U141,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),2,?
U142,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),3,?
U143,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),4,?
U144,?,?,?,?,?,1,3(SET_TX_OFFLINE),?,1(TRUE),5,?
U145,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),0,?
U146,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),1,?
U147,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),2,?
U148,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),3,?
U149,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),4,?
U150,?,?,?,?,?,1,4(SET_TX_ONLINE),?,0(FALSE),5,?
U151,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),0,?
U152,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),1,?
U153,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),2,?
U154,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),3,?
U155,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),4,?
U156,?,?,?,?,?,1,4(SET_TX_ONLINE),?,1(TRUE),5,?
U157,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),0,?
U158,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),1,?
U159,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),2,?
U160,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),3,?
U161,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),4,?
U162,?,?,?,?,?,1,5(SET_ONLINE),?,0(FALSE),5,?
U163,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),0,?
U164,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),1,?
U165,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),2,?
U166,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),3,?
U167,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),4,?
U168,?,?,?,?,?,1,5(SET_ONLINE),?,1(TRUE),5,?
U169,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),0,?
U170,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),1,?
U171,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),2,?
U172,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),3,?
U173,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),4,?
U174,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,0(FALSE),5,?
U175,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),0,?
U176,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),1,?
U177,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),2,?
U178,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),3,?
U179,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),4,?
U180,?,?,?,?,?,1,6(SET_TX_OFFLINE_ACTIVE),?,1(TRUE),5,?
U181,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),0,?
U182,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),1,?
U183,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),2,?
U184,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),3,?
U185,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),4,?
U186,?,?,?,?,?,1,7(非法值=max6+1),?,0(FALSE),5,?
U187,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),0,?
U188,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),1,?
U189,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),2,?
U190,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),3,?
U191,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),4,?
U192,?,?,?,?,?,1,7(非法值=max6+1),?,1(TRUE),5,?
U193,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),0,?
U194,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),1,?
U195,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),2,?
U196,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),3,?
U197,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),4,?
U198,?,?,?,?,?,2,0(SET_OFFLINE),?,0(FALSE),5,?
U199,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),0,?
U200,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),1,?
U201,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),2,?
U202,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),3,?
U203,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),4,?
U204,?,?,?,?,?,2,0(SET_OFFLINE),?,1(TRUE),5,?
U205,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),0,?
U206,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),1,?
U207,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),2,?
U208,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),3,?
U209,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),4,?
U210,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,0(FALSE),5,?
U211,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),0,?
U212,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),1,?
U213,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),2,?
U214,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),3,?
U215,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),4,?
U216,?,?,?,?,?,2,1(SET_RX_OFFLINE),?,1(TRUE),5,?
U217,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),0,?
U218,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),1,?
U219,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),2,?
U220,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),3,?
U221,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),4,?
U222,?,?,?,?,?,2,2(SET_RX_ONLINE),?,0(FALSE),5,?
U223,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),0,?
U224,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),1,?
U225,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),2,?
U226,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),3,?
U227,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),4,?
U228,?,?,?,?,?,2,2(SET_RX_ONLINE),?,1(TRUE),5,?
U229,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),0,?
U230,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),1,?
U231,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),2,?
U232,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),3,?
U233,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),4,?
U234,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,0(FALSE),5,?
U235,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),0,?
U236,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),1,?
U237,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),2,?
U238,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),3,?
U239,?,?,?,?,?,2,3(SET_TX_OFFLINE),?,1(TRUE),4,?
